,node_id,x,y,z
1055,N_4288,-0.48723185,-0.19944395,0.35798773
1056,N_6631,-0.49784675,-0.23465945,0.34430638
1057,N_0582,-0.4169715,-0.2824566,0.3702576
1058,N_4793,-0.41493973,-0.28266272,0.36621866
1059,N_4593,-0.42524275,-0.33163187,0.3584918
1060,N_0882,-0.39413735,-0.33738336,0.4367421
1061,N_2982,-0.39129442,-0.39383706,0.43843332
1062,N_2717,-0.38391435,-0.41801172,0.45940807
1063,N_1610,-0.33206806,-0.4344042,0.44864896
1064,N_2482,-0.29907438,-0.39327928,0.387221
1065,N_4403,-0.25103694,-0.38787052,0.36273476
1066,N_6407,-0.2466189,-0.41281217,0.3560394
1067,N_5448,-0.2346483,-0.39866334,0.32237032
1068,N_3736,-0.23030578,-0.406859,0.31759915
1069,N_0276,-0.17624941,-0.4304055,0.27053386
1070,N_1298,-0.15436678,-0.48208767,0.30496594
1071,N_1378,-0.103764266,-0.48758236,0.28393427
1072,N_6513,-0.033441614,-0.43581933,0.39144146
1073,N_6654,-0.023045259,-0.43760106,0.40126795
1074,N_5563,0.07735221,-0.45410082,0.3574359
1075,N_6332,0.10827305,-0.4978511,0.35946378
1076,N_6311,0.11831491,-0.48284984,0.32452804
1077,N_4538,0.15413573,-0.45494068,0.32638088
1078,N_4905,0.19048627,-0.43178266,0.2754046
1079,N_6252,0.16798045,-0.36827484,0.23039381
1080,N_4016,0.20322965,-0.37498719,0.18158606
1081,N_3607,0.25080502,-0.34501332,0.21154326
1082,N_4531,0.28382275,-0.3639396,0.1935587
1083,N_4293,0.31364843,-0.34480345,0.21236943
1084,N_2983,0.32105395,-0.30301166,0.21226841
1085,N_3599,0.3200417,-0.25909144,0.21706326
1086,N_2595,0.37743813,-0.2273407,0.26130286
1087,N_2051,0.39516768,-0.20823678,0.22443649
1088,N_6215,0.39319995,-0.13647553,0.22819267
1089,N_6569,0.40297714,-0.121417165,0.22300626
1090,N_6874,0.45099437,-0.07905379,0.19574721
1091,N_2436,0.41042382,0.0046470524,0.21485123
1092,N_2202,0.43297848,0.0050011473,0.21872924
1093,N_6825,0.46603072,0.04479317,0.22964896
1094,N_0558,0.4389689,0.10771874,0.22104025
1095,N_0355,0.45428863,0.13649982,0.2152529
1096,N_2527,0.4377473,0.18898037,0.28900248
1097,N_6006,0.45361146,0.19617365,0.26432964
1098,N_6837,0.34153938,0.23625663,0.25591934
1099,N_2483,0.3568839,0.3045236,0.26945925
1100,N_6686,0.37678853,0.3377708,0.25399694
1101,N_0185,0.34868452,0.36488533,0.27035302
1102,N_4250,0.34509426,0.36994827,0.3057689
1103,N_2787,0.3366018,0.4105344,0.31092545
1104,N_2091,0.25592464,0.41683793,0.33075663
1105,N_3647,0.24936269,0.4273762,0.29908535
1106,N_1478,0.22487408,0.4490106,0.33678326
1107,N_5161,0.17654392,0.45521292,0.3145956
1108,N_2285,0.17817983,0.4650666,0.3952106
1109,N_0928,0.13293698,0.49761006,0.3686032
1110,N_4005,-0.007344322,0.47758237,0.30035028
1111,N_5729,-0.024774184,0.4499795,0.18493444
1112,N_0742,-0.05958775,0.48949134,0.15607639
1113,N_3278,-0.09264708,0.46858454,0.14105593
1114,N_0792,-0.1174722,0.48020494,0.21316272
1115,N_2587,-0.14397344,0.47377545,0.1987436
1116,N_3888,-0.21113041,0.40854636,0.23735942
1117,N_0072,-0.24025525,0.44568893,0.30204356
1118,N_5121,-0.31218973,0.37154981,0.2556626
1119,N_5827,-0.32475296,0.37401795,0.26266542
1120,N_1533,-0.35851198,0.35893157,0.2516699
1121,N_4102,-0.37083986,0.36894983,0.30527836
1122,N_1354,-0.43501404,0.28570724,0.34784964
1123,N_1419,-0.4627809,0.24664457,0.33982652
1124,N_0067,-0.45432103,0.20315771,0.3714826
1125,N_5206,-0.45484042,0.1677076,0.3101032
1126,N_1369,-0.48901957,0.14482115,0.297064
1127,N_2113,-0.49567422,0.081685975,0.34108835
1128,N_1029,-0.4923163,-0.029787013,0.35247844
1129,N_4849,-0.4464018,-0.07733936,0.4596629
1130,N_3454,-0.4456759,-0.09941095,0.48692748
1131,N_0885,-0.43340933,-0.13425665,0.48421994
1132,N_5768,-0.43019944,-0.21709925,0.49780524
1133,N_2715,-0.43335947,-0.25361007,0.48044652
1134,N_4402,-0.40707365,-0.28557354,0.48346037
1135,N_5859,-0.40356106,-0.38875377,0.41912755
1136,N_3586,-0.38792375,-0.41174302,0.39939043
1137,N_2474,-0.35345063,-0.43153584,0.41167122
1138,N_1437,-0.30544057,-0.41313177,0.37830648
1139,N_6107,-0.29397342,-0.4181325,0.38289854
1140,N_5200,-0.2700813,-0.402641,0.35000393
1141,N_3571,-0.27318752,-0.42236277,0.35289085
1142,N_6153,-0.26412782,-0.42664522,0.3413362
1143,N_4853,-0.2514366,-0.42299798,0.33651537
1144,N_3306,-0.21640801,-0.46222398,0.31965408
1145,N_0377,-0.19139108,-0.45638448,0.30171648
1146,N_1782,-0.19662026,-0.48720136,0.2439871
1147,N_5862,-0.09848007,-0.45413873,0.22991805
1148,N_4779,-0.089091666,-0.4341341,0.19819354
1149,N_5614,-0.06448826,-0.42808196,0.1835419
1150,N_3174,0.01956558,-0.4330083,0.27597293
1151,N_5965,0.04728967,-0.46036956,0.26942497
1152,N_6680,0.09740879,-0.4487761,0.25356904
1153,N_5605,0.11648641,-0.45797706,0.2776992
1154,N_0260,0.14181176,-0.4421692,0.24591085
1155,N_1104,0.13677226,-0.41112795,0.21972196
1156,N_6066,0.18047102,-0.42011395,0.21384059
1157,N_6994,0.2051809,-0.40449393,0.19363731
1158,N_6420,0.25234428,-0.4287615,0.22134036
1159,N_6383,0.25596756,-0.42566448,0.21519183
1160,N_3651,0.28148505,-0.41886467,0.27557254
1161,N_2417,0.29720008,-0.39473078,0.30014014
1162,N_5436,0.29609203,-0.35615057,0.33841467
1163,N_1775,0.3260994,-0.34129098,0.32500193
1164,N_4705,0.3372622,-0.32839987,0.30650613
1165,N_5450,0.36475927,-0.28348756,0.3423327
1166,N_1949,0.3797233,-0.2480418,0.31100827
1167,N_0706,0.40314546,-0.25349194,0.25859097
1168,N_1236,0.42278033,-0.26384008,0.2899184
1169,N_3086,0.4416678,-0.2708538,0.2988506
1170,N_1743,0.4359154,-0.24598557,0.3712014
1171,N_3518,0.45021132,-0.24985717,0.3840915
1172,N_2946,0.45488018,-0.19931689,0.28506276
1173,N_2648,0.46885413,-0.20134284,0.27586547
1174,N_1997,0.44044504,-0.14539745,0.25770387
1175,N_1771,0.49076158,-0.07810975,0.30497018
1176,N_4049,0.47411567,-0.009339684,0.2385981
1177,N_6847,0.42798412,0.0026567485,0.18863311
1178,N_5424,0.47667328,0.036579188,0.20493276
1179,N_3234,0.47886294,0.069771595,0.19969618
1180,N_3443,0.4818326,0.096521996,0.2556251
1181,N_3512,0.46206373,0.17208673,0.28092596
1182,N_0246,0.48048508,0.21596397,0.3139409
1183,N_6070,0.42757902,0.27441955,0.32773247
1184,N_2846,0.43491834,0.3061309,0.30212992
1185,N_5340,0.42973793,0.3313212,0.28396705
1186,N_2531,0.4166098,0.36023417,0.30729634
1187,N_4496,0.36532986,0.36931863,0.31653672
1188,N_3717,0.31233567,0.36387882,0.2439513
1189,N_6602,0.31937507,0.3908855,0.22639005
1190,N_0526,0.3125177,0.4096297,0.25254428
1191,N_3068,0.31642982,0.41999486,0.24708468
1192,N_6814,0.27423713,0.42485324,0.23800883
1193,N_1043,0.22424382,0.4163994,0.26042557
1194,N_3969,0.23797551,0.44059297,0.24957837
1195,N_5056,0.23226152,0.4515967,0.23731726
1196,N_5652,0.22368461,0.47761595,0.271298
1197,N_3197,0.21186177,0.4865399,0.26524508
1198,N_3029,0.14153376,0.49501085,0.2853125
1199,N_2886,0.06980467,0.45214838,0.21360944
1200,N_0430,0.06342603,0.4413354,0.18868709
1201,N_2506,0.0036300693,0.43569437,0.1428448
1202,N_1555,-0.0055350657,0.49156848,0.24047728
1203,N_3496,-0.13573042,0.4928789,0.20859405
1204,N_2882,-0.20779258,0.4168856,0.28443658
1205,N_1705,-0.23291487,0.47018698,0.2888262
1206,N_3344,-0.27735418,0.49318275,0.31431267
1207,N_5090,-0.32690448,0.45235047,0.32084367
1208,N_5601,-0.33880165,0.4592253,0.33404246
1209,N_5640,-0.34145266,0.45791778,0.370336
1210,N_2806,-0.35780647,0.45062897,0.4282351
1211,N_4162,-0.39740855,0.4594325,0.41669452
1212,N_6460,-0.41760024,0.37339187,0.427407
1213,N_5988,-0.42116937,0.35793683,0.4589094
1214,N_5034,-0.46722624,0.2784456,0.49129465
1215,N_2110,-0.46764028,0.21814251,0.40334433
1216,N_2903,-0.47475585,0.11884774,0.4541586
1217,N_6023,-0.45453942,-0.07705881,0.49775857
1218,N_5083,-0.46548316,-0.1010534,0.4381123
1219,N_2134,-0.48218572,-0.15071876,0.45396376
1220,N_5557,-0.4857709,-0.18554111,0.40219924
1221,N_0877,-0.43202183,-0.29299182,0.40792942
1222,N_6424,-0.4247672,-0.30346116,0.31231064
1223,N_3816,-0.3595071,-0.32073805,0.2853637
1224,N_4829,-0.33326316,-0.33980206,0.25367236
1225,N_5739,-0.33818936,-0.3763133,0.28266558
1226,N_2887,-0.28021306,-0.3887778,0.293318
1227,N_4186,-0.26195604,-0.39430085,0.24374361
1228,N_2857,-0.25656334,-0.3883711,0.23477125
1229,N_2014,-0.24693242,-0.39541325,0.24317044
1230,N_2488,-0.22755642,-0.420516,0.21598613
1231,N_0414,-0.1821015,-0.39055175,0.19661185
1232,N_4820,-0.16491824,-0.3960533,0.19500732
1233,N_1865,-0.14693846,-0.4509309,0.15946326
1234,N_3467,-0.09260466,-0.4401075,0.1462402
1235,N_2867,-0.09794839,-0.48663285,0.21784146
1236,N_6058,-0.057192653,-0.4866719,0.22446775
1237,N_0294,-0.0106987115,-0.4744333,0.23033342
1238,N_6262,0.0038099943,-0.4585432,0.2587219
1239,N_2170,0.033963278,-0.4695043,0.27062467
1240,N_2207,0.054646872,-0.4938842,0.30668968
1241,N_4937,0.05071186,-0.4562798,0.2261705
1242,N_5753,0.12002522,-0.40369648,0.20823765
1243,N_4935,0.15802406,-0.44879243,0.1738932
1244,N_4950,0.18117861,-0.4900397,0.1779826
1245,N_6675,0.21582994,-0.45583215,0.25587276
1246,N_2650,0.25468308,-0.4720994,0.27611443
1247,N_3941,0.2629479,-0.4303085,0.37167713
1248,N_6062,0.32582805,-0.3687901,0.3469391
1249,N_6377,0.34904447,-0.38267022,0.34913754
1250,N_1256,0.3760247,-0.31694445,0.35468608
1251,N_5839,0.37630185,-0.29526117,0.40306574
1252,N_4459,0.40090877,-0.3101907,0.3634413
1253,N_3315,0.44034234,-0.2882115,0.3534247
1254,N_5414,0.42274854,-0.24157767,0.49181125
1255,N_1030,0.4648979,-0.25988093,0.4951245
1256,N_5534,0.45298332,-0.23708923,0.26854655
1257,N_5899,0.40957347,-0.17900093,0.19879134
1258,N_2873,0.39144072,-0.16769986,0.16939421
1259,N_3836,0.44167942,-0.18309708,0.20688054
1260,N_2453,0.4532358,-0.11966288,0.18618104
1261,N_2161,0.4428603,-0.1006183,0.15503035
1262,N_6111,0.42986912,-0.017357714,0.17597683
1263,N_2574,0.41969252,0.11564383,0.15412445
1264,N_3916,0.43618938,0.19292235,0.19098064
1265,N_5245,0.43984297,0.19748203,0.21901354
1266,N_4980,0.4091813,0.2427973,0.23528384
1267,N_3233,0.42301655,0.2673024,0.24064045
1268,N_2255,0.4328788,0.3021213,0.2900034
1269,N_1943,0.38605568,0.35881522,0.27528468
1270,N_3002,0.35967362,0.35670432,0.21763477
1271,N_1674,0.3632553,0.36967492,0.20055963
1272,N_1538,0.34139806,0.36783096,0.19194515
1273,N_4170,0.24543887,0.39366513,0.2225068
1274,N_0378,0.21319196,0.3694888,0.19437449
1275,N_2755,0.16541567,0.408876,0.17251061
1276,N_2040,0.097249545,0.44659892,0.2014651
1277,N_5935,0.06563976,0.4434669,0.17938647
1278,N_1682,0.021533392,0.4413378,0.12792997
1279,N_3772,-0.07203113,0.4448771,0.11896759
1280,N_4342,-0.12604584,0.46313822,0.07354637
1281,N_5041,-0.15347458,0.46700442,0.06991681
1282,N_0594,-0.19911829,0.4084417,0.116001815
1283,N_1806,-0.22554897,0.40104714,0.142815
1284,N_0006,-0.29535136,0.37445834,0.14385019
1285,N_6371,-0.30794087,0.3623382,0.1368635
1286,N_4660,-0.308041,0.33979133,0.1339809
1287,N_1377,-0.30939987,0.28271368,0.1858772
1288,N_1968,-0.37964094,0.33723983,0.2042381
1289,N_0659,-0.39461014,0.34843805,0.19704829
1290,N_4125,-0.42895877,0.3312823,0.22359745
1291,N_2536,-0.45117968,0.29441994,0.28213298
1292,N_1416,-0.4602592,0.29820365,0.31073514
1293,N_6509,-0.4748678,0.30313933,0.298375
1294,N_4836,-0.46296245,0.21509804,0.28811532
1295,N_2278,-0.4587102,0.20306988,0.28605866
1296,N_0529,-0.48609617,0.2145891,0.3224358
1297,N_5896,-0.49470475,0.19364576,0.3413126
1298,N_4539,-0.4810035,0.13882434,0.23157488
1299,N_5509,-0.48988882,0.08281149,0.2443698
1300,N_5835,-0.452345,0.067883216,0.19968414
1301,N_0468,-0.43428934,0.05470885,0.17903107
1302,N_2957,-0.436331,0.020951651,0.13991548
1303,N_5419,-0.45612818,-0.039285462,0.18172874
1304,N_3186,-0.48808324,-0.06610487,0.21556103
1305,N_6638,-0.46677378,-0.117435105,0.20845494
1306,N_4258,-0.4348794,-0.14243403,0.23465244
1307,N_4580,-0.44913542,-0.15862702,0.25269508
1308,N_6136,-0.40434974,-0.19034022,0.22371082
1309,N_3143,-0.3895635,-0.21539813,0.25224942
1310,N_3296,-0.38869554,-0.22512889,0.27546918
1311,N_6798,-0.4052533,-0.26209217,0.2572391
1312,N_5498,-0.39966655,-0.28501204,0.2386096
1313,N_5137,-0.40591237,-0.3048719,0.24152991
1314,N_5443,-0.36157188,-0.32515174,0.21458781
1315,N_3185,-0.34172976,-0.35450846,0.19102022
1316,N_1876,-0.31323138,-0.3619007,0.1645663
1317,N_3164,-0.29765686,-0.3728695,0.16220345
1318,N_1149,-0.24594331,-0.3572368,0.17552319
1319,N_0394,-0.2512657,-0.44496137,0.27803096
1320,N_2407,-0.2531982,-0.46076107,0.30958837
1321,N_2967,-0.21623705,-0.46422857,0.27976352
1322,N_5558,-0.21658377,-0.47420013,0.24837492
1323,N_1730,-0.13897222,-0.48963344,0.19388321
1324,N_0831,-0.13122416,-0.48153615,0.16823441
1325,N_6374,-0.12038089,-0.4785414,0.1548272
1326,N_6736,-0.029882396,-0.47675332,0.18424658
1327,N_5446,0.031618875,-0.4508054,0.19347599
1328,N_2879,0.104663685,-0.46956506,0.18821125
1329,N_5073,0.116602704,-0.46027115,0.19489168
1330,N_4567,0.12832688,-0.49854952,0.17434837
1331,N_6441,0.14693514,-0.48446068,0.16443852
1332,N_5574,0.16479324,-0.4945362,0.28167456
1333,N_6831,0.20983002,-0.47597903,0.351143
1334,N_4773,0.23386845,-0.48726276,0.3262163
1335,N_2639,0.2610304,-0.4704395,0.37450966
1336,N_6967,0.30455765,-0.45834756,0.3743735
1337,N_5932,0.3185306,-0.44412157,0.31645
1338,N_3288,0.35904905,-0.42046863,0.3588172
1339,N_0160,0.37626645,-0.40564808,0.37019104
1340,N_0832,0.3812947,-0.39688915,0.38107568
1341,N_6781,0.36334395,-0.37510672,0.4309881
1342,N_3676,0.3616428,-0.3608774,0.48244992
1343,N_5991,0.409893,-0.3720263,0.48032376
1344,N_0209,0.4261613,-0.31415108,0.44863304
1345,N_3703,0.4357314,-0.3139185,0.4361059
1346,N_3844,0.45494294,-0.29013917,0.49467495
1347,N_3868,0.49341658,-0.30825964,0.42990968
1348,N_1778,0.48679757,-0.29056847,0.29526034
1349,N_3980,0.4230341,-0.22743087,0.24320544
1350,N_0436,0.4613902,-0.24208646,0.2193548
1351,N_4521,0.4727763,-0.22459285,0.20270714
1352,N_4839,0.47516704,-0.15440814,0.18134902
1353,N_5283,0.48847514,-0.13903351,0.17421684
1354,N_2461,0.49917075,-0.121752754,0.22084457
1355,N_5214,0.46459168,-0.11095337,0.113227464
1356,N_2389,0.45746097,-0.0508346,0.08496367
1357,N_3482,0.4697491,-0.035555344,0.10994854
1358,N_2225,0.45915502,-0.014584218,0.09371396
1359,N_0312,0.46711314,0.050888862,0.08366404
1360,N_1296,0.46026412,0.08202769,0.096787184
1361,N_2800,0.48042968,0.09055872,0.107023574
1362,N_3035,0.4819397,0.09504362,0.094485976
1363,N_1835,0.44212356,0.14344785,0.09859616
1364,N_1152,0.42200774,0.15320922,0.0923165
1365,N_1124,0.40055564,0.22003119,0.17229088
1366,N_1638,0.32697862,0.28641245,0.19246998
1367,N_4609,0.31140426,0.30736145,0.20075125
1368,N_3838,0.2298986,0.42078266,0.22862375
1369,N_1169,0.19585444,0.4466713,0.18302877
1370,N_6349,0.13311316,0.46653715,0.21856396
1371,N_0470,0.08555545,0.45667633,0.109277785
1372,N_3656,0.06786547,0.4732431,0.10297371
1373,N_1689,0.03334223,0.48637453,0.10254191
1374,N_1397,0.0067811706,0.49635026,0.11507582
1375,N_2868,-0.025175618,0.46579707,0.047877476
1376,N_1661,-0.08795811,0.45533454,0.05062889
1377,N_4080,-0.15114549,0.48753217,0.044948235
1378,N_6698,-0.2219862,0.43460065,0.12015104
1379,N_4434,-0.26526943,0.4330981,0.22471033
1380,N_4351,-0.30797747,0.4100091,0.2083145
1381,N_0924,-0.328195,0.3919592,0.16668071
1382,N_5181,-0.34317678,0.39514574,0.16201025
1383,N_4768,-0.3685626,0.4096149,0.168901
1384,N_6864,-0.3802555,0.41960233,0.21926714
1385,N_1222,-0.39978242,0.4054269,0.21931082
1386,N_2945,-0.41258106,0.3687356,0.23591101
1387,N_1267,-0.4410269,0.32056502,0.35992044
1388,N_3568,-0.4938987,0.35762239,0.40461197
1389,N_1666,-0.4783724,0.24748598,0.26336908
1390,N_2173,-0.47286427,0.21623401,0.20724493
1391,N_5968,-0.4433496,0.11110922,0.1680807
1392,N_6092,-0.44393742,0.10126685,0.13632938
1393,N_2775,-0.44898003,0.099391244,0.12157089
1394,N_5876,-0.4706119,0.098917514,0.16107959
1395,N_4490,-0.46777582,0.061192043,0.17928077
1396,N_5230,-0.49516955,0.029560164,0.2194519
1397,N_3728,-0.4874728,-0.0044444213,0.20066711
1398,N_0845,-0.48948783,-0.094347104,0.29195204
1399,N_1373,-0.46160918,-0.14234361,0.28445277
1400,N_4053,-0.46759975,-0.15760519,0.2726584
1401,N_6074,-0.40355018,-0.2239748,0.23341763
1402,N_2641,-0.37507966,-0.20707579,0.20533621
1403,N_1954,-0.4045337,-0.25471506,0.20046407
1404,N_6273,-0.40253252,-0.27350795,0.16881567
1405,N_5194,-0.34845516,-0.29241002,0.18182237
1406,N_2213,-0.34021425,-0.29190022,0.17561793
1407,N_6612,-0.31558576,-0.33087486,0.13252388
1408,N_6815,-0.32885262,-0.37011877,0.16855638
1409,N_2334,-0.3196765,-0.39599755,0.16666833
1410,N_5248,-0.3023086,-0.42427436,0.17230606
1411,N_3421,-0.2806205,-0.4506736,0.20571159
1412,N_2200,-0.24418826,-0.48692793,0.23103818
1413,N_5703,-0.2327165,-0.4809502,0.26251516
1414,N_2579,-0.1886438,-0.4397659,0.48416483
1415,N_4369,-0.18525544,-0.4467555,0.4813525
1416,N_2099,0.121207975,-0.49008465,0.4838343
1417,N_5840,0.16104516,-0.46043158,0.44566393
1418,N_3648,0.18785861,-0.44402874,0.46365154
1419,N_6246,0.20833142,-0.42557484,0.47568053
1420,N_2780,0.28177068,-0.45234522,0.45798513
1421,N_5639,0.29609364,-0.46258256,0.4534812
1422,N_4963,0.35927865,-0.40834555,0.4815607
1423,N_5111,0.38859445,-0.38471672,0.35092637
1424,N_4613,0.36688277,-0.36054873,0.2667696
1425,N_0396,0.37594008,-0.3064488,0.25061497
1426,N_0042,0.38952005,-0.31517723,0.23508273
1427,N_3244,0.41252625,-0.3203906,0.2592198
1428,N_3134,0.44736704,-0.28456476,0.2620194
1429,N_4363,0.4165726,-0.22514406,0.22966328
1430,N_6218,0.42440158,-0.18543874,0.121367685
1431,N_4026,0.4420089,-0.14752176,0.12098952
1432,N_0954,0.48647863,-0.15971705,0.15518492
1433,N_6800,0.48893556,-0.1556792,0.07952325
1434,N_2090,0.4577352,-0.11946259,0.063334726
1435,N_0747,0.48933518,-0.09245911,0.08703344
1436,N_5227,0.4818527,-0.059863996,0.081885606
1437,N_5836,0.45990843,0.0030309802,0.046106603
1438,N_1714,0.480288,0.08140507,0.12914269
1439,N_1387,0.4519059,0.092507854,0.051535357
1440,N_5568,0.47728047,0.13252307,0.0735227
1441,N_1119,0.4330973,0.2048795,0.13242947
1442,N_5651,0.4613765,0.2266755,0.17394875
1443,N_0716,0.43843102,0.25382075,0.15937793
1444,N_2174,0.36058518,0.29685536,0.20063575
1445,N_2924,0.35411876,0.31390908,0.17931506
1446,N_4795,0.36474842,0.3364486,0.18802157
1447,N_5444,0.3420861,0.39722836,0.18526629
1448,N_4246,0.2965803,0.42137843,0.2096363
1449,N_3779,0.23699877,0.42486724,0.24360922
1450,N_3678,0.2364862,0.4980245,0.25915605
1451,N_3973,0.22194363,0.49363577,0.33456373
1452,N_3367,0.18555057,0.49334362,0.4939316
1453,N_1426,0.16391097,0.47498897,0.17094006
1454,N_4603,0.13336225,0.44994968,0.1445051
1455,N_0598,0.084178,0.44874334,0.10224792
1456,N_4247,0.018881902,0.45729187,0.03824283
1457,N_2033,-0.21240346,0.4288073,0.24128148
1458,N_3176,-0.25473768,0.4604248,0.1892848
1459,N_6482,-0.2803528,0.44416034,0.17239915
1460,N_0173,-0.33558092,0.43871105,0.17930067
1461,N_4899,-0.35433558,0.41232204,0.15956628
1462,N_1693,-0.3686724,0.42699626,0.24116571
1463,N_6181,-0.3780664,0.43657503,0.23902397
1464,N_3111,-0.37101614,0.39125755,0.31843033
1465,N_1721,-0.4020895,0.4058836,0.27410835
1466,N_4395,-0.4625076,0.37350118,0.33982223
1467,N_2960,-0.48452055,0.36973417,0.4659731
1468,N_4752,-0.49493822,0.26412544,0.2375163
1469,N_6158,-0.4806598,0.2520198,0.17744114
1470,N_2358,-0.4189669,0.21221931,0.09984451
1471,N_3793,-0.43772462,0.2156397,0.07756386
1472,N_0154,-0.44777727,0.20395559,0.07136592
1473,N_4741,-0.46842542,0.21035784,0.09097382
1474,N_5553,-0.4647134,0.11299446,0.13635464
1475,N_1170,-0.47602093,0.061779678,0.14115556
1476,N_3638,-0.4808127,0.020377241,0.15737872
1477,N_1372,-0.4704915,-0.041158818,0.12844259
1478,N_1164,-0.44871354,-0.073555164,0.14027901
1479,N_3225,-0.4536002,-0.076751195,0.11645854
1480,N_5752,-0.41580895,-0.1362345,0.18038967
1481,N_3629,-0.38791853,-0.2029931,0.16171758
1482,N_3330,-0.40376028,-0.23779066,0.15331031
1483,N_2242,-0.37080702,-0.2555057,0.14017543
1484,N_2470,-0.36432034,-0.28826538,0.11715543
1485,N_5311,-0.3553032,-0.34556806,0.16704512
1486,N_4522,-0.35406578,-0.35018167,0.13828388
1487,N_6286,-0.33213866,-0.40781078,0.13138455
1488,N_3126,-0.30233368,-0.41360041,0.12592082
1489,N_1918,-0.30775145,-0.42496786,0.21102634
1490,N_3354,-0.2971876,-0.44551432,0.24507967
1491,N_1515,-0.29145014,-0.46909243,0.26235276
1492,N_4500,-0.24433763,-0.49350134,0.26895198
1493,N_3087,-0.21460108,-0.49176767,0.45551494
1494,N_2188,0.13687055,-0.49030784,0.4075333
1495,N_1057,0.21553957,-0.4411908,0.4648048
1496,N_4234,0.23296665,-0.4747916,0.4147025
1497,N_2562,0.25452903,-0.48704937,0.47373265
1498,N_5155,0.32220703,-0.48817104,0.36531302
1499,N_3379,0.33131117,-0.4859984,0.358711
1500,N_2184,0.32705426,-0.47151676,0.31256405
1501,N_6221,0.35471946,-0.43950862,0.2996403
1502,N_4454,0.3435824,-0.39574444,0.2743282
1503,N_5500,0.33154455,-0.33705604,0.26877913
1504,N_1625,0.34017128,-0.30029908,0.20230843
1505,N_0111,0.4139155,-0.24636592,0.18690495
1506,N_6114,0.4308428,-0.21396613,0.119443394
1507,N_5779,0.44591376,-0.19892047,0.1254437
1508,N_4319,0.47779822,-0.20498028,0.13999172
1509,N_6858,0.49068114,-0.20984523,0.14020118
1510,N_5942,0.49695578,-0.1810506,0.12089523
1511,N_6490,0.4967598,-0.17075114,0.09114863
1512,N_4858,0.48996383,-0.11175747,0.053361375
1513,N_5923,0.49317914,-0.105881624,-0.015739243
1514,N_6242,0.47114238,-0.014164633,-0.028044244
1515,N_6876,0.4675536,-0.004795889,-0.03077187
1516,N_4088,0.47347283,0.009759891,-0.000109958804
1517,N_5007,0.47364923,0.12709175,0.022865495
1518,N_2450,0.4943884,0.13517363,0.018855477
1519,N_0322,0.44317073,0.13248925,-0.00817747
1520,N_0750,0.44066897,0.19869007,0.013134116
1521,N_3560,0.45734274,0.21464314,0.042422805
1522,N_6564,0.39540523,0.26637983,0.096849635
1523,N_1645,0.39078504,0.27131745,0.09532816
1524,N_0183,0.35783952,0.29534835,0.16286474
1525,N_1036,0.34415093,0.3037228,0.14956196
1526,N_0803,0.3927782,0.3441358,0.1906847
1527,N_5281,0.4059432,0.36328784,0.17910698
1528,N_3121,0.35760224,0.40604302,0.19370629
1529,N_5374,0.314447,0.4452941,0.23162706
1530,N_4926,0.29316816,0.4416779,0.27993813
1531,N_2423,0.26724413,0.467988,0.25970036
1532,N_5698,0.24973688,0.4694763,0.17436542
1533,N_1892,0.19054183,0.4103508,0.13274594
1534,N_2599,0.16914578,0.4827594,0.1472866
1535,N_4230,0.15350524,0.49781278,0.090513654
1536,N_4501,0.10558834,0.44500688,0.0720217
1537,N_3098,0.08348467,0.49272177,0.015454435
1538,N_1142,0.033013124,0.47583956,-0.051081456
1539,N_5098,-0.0017618546,0.46559972,-0.082535796
1540,N_0022,-0.07187767,0.48793134,-0.06415781
1541,N_3457,-0.084511876,0.46723256,-0.0913874
1542,N_3911,-0.08540517,0.4569673,-0.10103328
1543,N_4883,-0.13545196,0.47065613,-0.05592459
1544,N_5246,-0.1844272,0.43380535,0.013876105
1545,N_4625,-0.24410197,0.39779067,0.038125448
1546,N_3262,-0.2811894,0.37661552,0.07153018
1547,N_3242,-0.30182356,0.37577248,0.109827325
1548,N_0693,-0.3224179,0.32073867,0.07790755
1549,N_1396,-0.3672468,0.26496086,0.09426821
1550,N_2257,-0.40215018,0.28304955,0.13899522
1551,N_0051,-0.4179051,0.2725621,0.112244315
1552,N_6853,-0.42869213,0.22641069,0.10120013
1553,N_5761,-0.49454713,0.08579279,0.15521885
1554,N_3322,-0.49638858,0.004376559,0.101500675
1555,N_4416,-0.45818207,-0.1257675,0.19596188
1556,N_6278,-0.4719883,-0.17355105,0.2155662
1557,N_4669,-0.43511304,-0.21071364,0.1888678
1558,N_6566,-0.44548905,-0.240351,0.20928177
1559,N_1409,-0.4419839,-0.26726213,0.25045508
1560,N_2157,-0.4154908,-0.2729147,0.17108724
1561,N_1574,-0.41409606,-0.28505948,0.16932744
1562,N_4200,-0.39381978,-0.3092807,0.18116398
1563,N_2394,-0.37740937,-0.3267752,0.209819
1564,N_3338,-0.39230326,-0.36386755,0.24475145
1565,N_0124,-0.38941684,-0.36591023,0.30403808
1566,N_1990,-0.38394654,-0.39633435,0.34246716
1567,N_3522,-0.35030344,-0.41856313,0.35201344
1568,N_5790,-0.29192618,-0.39416075,0.3183697
1569,N_0975,-0.30137393,-0.4206485,0.31471118
1570,N_1516,-0.3013377,-0.44563752,0.2964386
1571,N_1428,-0.27626243,-0.45890874,0.37834546
